pdbid,-logKd/Ki,SMILES
4b11,5.64,O=C(c1oc2c(c1C)c(ccc2)OC1CC[NH2+]CC1)NCc1cccc2c1cccc2
4b12,4.99,O=C(c1oc2c(c1C)c(ccc2)OC1CC[NH2+]CC1)CCc1ccccc1
4b13,5.7,Cc1c(oc2c1c(ccc2)OC1CC[NH2+]CC1)c1onc(n1)Cc1ccccc1
4b14,6.22,COc1cccc(c1)COC(=O)c1oc2c(c1C)c(ccc2)OC1CC[NH2+]CC1
4b1c,7.1,CC#Cc1cncc(c1)c1cccc(c1)[C@@]1(N=C(C(=[NH+]1)N)C)C1CC1
4b1d,7.49,COc1c(C)cc(cc1C)[C@]1(N=C(C(=[NH+]1)N)C)c1cccc(c1)c1cncnc1
4b1j,7.3,O[C@@H]1[C@@H](COP(OP(OC[C@H]2[NH2+]C[C@@H]([C@@H]2O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
4b2d,3.7,OC[C@@H](C(=O)O)[NH3+]
4b2i,3,c1ccc2c(c1)[nH]nc2
4b2l,3.24,COC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]
4b32,3.34,Oc1ccc2c(c1)cccc2
4b33,3.37,Oc1cccc2c1cccc2
4b34,3.14,Nc1nc2c(s1)cccc2
4b35,2.89,COC(=O)c1cccc2c1cc[nH]2
4b3b,3.6,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)C)[C@H](O)C)Cc1c[nH]cn1)Cc1ccccc1
4b3c,2.68,Oc1ccc2c(c1)cc[nH]2
4b3d,2.68,Cc1ccc2c(c1)cc[nH]2
4b3u,5.33,CC[NH2+][C@H]1C(=O)NC(=O)N(C1=N)Cc1ccccc1
4b4g,6.76,CCCCS(=O)(=O)N([C@H]1C(=O)NC(=O)N(C1=N)Cc1ccccc1)C
4b4m,6.69,O=C1NC(=O)N(C(=N)[C@H]1N(S(=O)(=O)c1ccc(cc1)F)C)Cc1ccccc1
4b4n,3.44,CC(C[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)O)CC(C)C)CCC(=O)N)Cc1ccccc1)CCC(=O)N)Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCC[NH2+]1)C
4b4q,5.75,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@H]([C@@H]2O)O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O)O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
4b5b,6.41,Cc1cccc(c1)S(=O)(=O)N([C@H]1C(=O)NC(=O)N(C1=N)Cc1ccccc1)C
4b5d,7.89,OCC[C@H]1C[C@@H]1c1cncc(c1)OC[C@@H]1CC[NH2+]1
4b5s,3.49,OC(=O)C(=O)C
4b5t,3.33,CCC(=O)C(=O)O
4b5w,3.33,OC(=O)[C@H](O)C
4b60,5.43,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)CC(=O)O)C)CCC(=O)N)NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)[NH3+])CCC(=O)N)Cc1nc[nH]c1)Cc1nc[nH]c1)CC(C)C)C
4b6c,6.16,C[N@@H+]1CC[N@H+](CC1)CCCOc1ccc(cc1)Nc1ncc(nc1C(=O)N)c1ccc(c(c1)C)C
4b6e,2.3,Nc1cccc2c1[nH]nc2
4b6f,3.3,[NH3+]Cc1ccc(cc1)Oc1ccccc1
4b6o,7,COc1ccc(cc1)C[C@@H]1C(=O)[C@@H](O)[C@@H](C[C@]1(O)C(=O)O)O
4b6p,7.13,O[C@@H]1C[C@](O)(C(=O)O)[C@@H](C(=O)[C@H]1O)Cc1c(F)c(F)c(c(c1F)F)F
4b6q,7.55,O[C@@H]1C[C@](O)(C(=O)O)[C@H](C(=O)[C@H]1O)Cc1ccc2c(c1)ccs2
4b6r,5.85,COc1ccc(cc1)C[C@@H]1C(=O)[C@@H](O)[C@@H](C[C@]1(O)C(=O)O)O
4b6s,6.01,O[C@@H]1C[C@](O)(C(=O)O)[C@@H](C(=O)[C@H]1O)Cc1c(F)c(F)c(c(c1F)F)F
4b6u,5.11,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)[N]1=C2NC(=[NH+]C(=O)[C@@H]2[N@@H+](C1)C)N
4b70,5.2,NC1=[NH+][C@](OCC1)(C)c1cccc(c1)c1cccc(c1)Cl
4b71,5.89,CC[C@H](c1ccc(c(c1F)Oc1ccccc1)Cl)[NH3+]
4b72,6.2,COc1ccc(cc1)[C@@]1([NH+]=C(c2c1sc(n2)C)N)c1cccc(c1)c1cncnc1
4b73,7.21,CC[C@H](c1ccc(c(c1F)Oc1ccccc1)Cl)[NH2+][C@H](CC(=O)N)C
4b74,7.66,CC[C@H](c1ccc(c(c1F)Oc1ccccc1)Cl)[NH2+][C@H](CC(=O)NCC[NH3+])C
4b76,4.54,[NH3+]Cc1ccc(c(c1F)Oc1ccccc1)F
4b77,5.1,COc1ccc(cc1)[C@]1(CCC(=[NH+]1)N)c1cccc(c1)c1cncnc1
4b78,5,CO[C@@H]1C[C@@]([NH+]=C1N)(c1ccc(cc1)OC)c1cccc(c1)c1cccnc1
4b7j,7.95,CCC(O[C@@H]1C[C@H](C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
4b7n,8.78,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH+]=C(N)N)C(=O)O)O)O
4b7p,9.46,Oc1cc(O)c(c(c1)Oc1ccc(cc1)N(=O)=O)c1onc(c1)C(=O)N[C@@H]1CC[N@H+](CC1)C
4b7q,9.74,OC[C@H]([C@H]([C@@H]1O[C@@H](C[C@@H]([C@H]1NC(=O)C)[NH+]=C(N)N)C(=O)O)O)O
4b7r,9.64,CCC(O[C@@H]1C[C@@H](C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
4b7z,4.31,CC[NH+](CCNS(=O)(=O)Cc1ccc(cc1)C)CC
4b80,4.4,CC[NH+](CCNS(=O)(=O)Cc1ccc(cc1)F)CC
4b81,4.92,CC[NH+](CCNS(=O)(=O)Cc1ccc(cc1)Cl)CC
4b82,4.39,CC[NH+](CCNS(=O)(=O)c1ccccc1F)CC
4b83,5.15,COc1cccc(c1)S(=O)(=O)NCC[NH+](CC)CC
4b84,4.66,CC[NH+](CCNS(=O)(=O)c1cccc(c1)C(F)(F)F)CC
4b85,4.06,CC[NH+](CCNS(=O)(=O)c1ccc(cc1)Cl)CC
4b8o,8.4,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)O)C(C)C)CCCC[NH3+])CCC[NH+]=C(N)N)CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)C[NH3+])CO)CCCC[NH3+]
4b8p,6.85,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCC[NH3+])CCC[NH+]=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@H](O)C)[NH3+])CC(C)C
4b8y,8.05,O=C1NCC(=O)NCC(=O)N[C@@H](CCCN(C(=O)C)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC1)CCCN(C(=O)C)O)CCCN(C(=O)C)O
4b95,4.28,O[C@@H]1C[C@H](N(C1)C(=O)c1ccccc1Cl)C(=O)NCc1ccc(cc1)Cl
4b9h,5.35,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)NC(=O)C)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
4b9k,6.17,O[C@@H]1C[C@H](N(C1)C(=O)c1cccc(c1C)N)C(=O)NCc1ccc(cc1)c1scnc1C
4b9w,4.17,CNC(=[NH+]CCC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N)Cc1ccccc1)C(C)C)CC(C)C)NC(=O)CNC(=O)[C@@H]([NH3+])C)NC
4b9z,4.09,OC[C@H]1O[C@@H](O[C@H]2[C@@H](CO)O[C@H]([C@@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4ba3,5.54,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)CCCC[NH3+])CCC[NH+]=C(N)N)NC(=O)CNC(=O)[C@H](CC(C)C)[NH3+]
4bae,8.52,CO[C@H]1CN(CC[C@H]1NC(=O)c1[nH]c(c(c1Br)Cl)C)c1sc(c(n1)c1ncnn1C)C(=O)O
4bah,8.7,OC(=O)C[NH2+][C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)C(=[NH2+])N)C1CCCCC1
4bak,8.91,CCCNC(=O)C[NH2+][C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)C(=[NH2+])N)C1CCCCC1
4bam,8.94,CN(C(=O)C[NH2+][C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)C(=[NH2+])N)C1CCCCC1)C
4ban,8.61,CNC(=O)C[NH2+][C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)C(=[NH2+])N)C1CCCCC1
4bao,8.37,NC(=O)C[NH2+][C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)C(=[NH2+])N)C1CCCCC1
4baq,9.01,CCNC(=O)C[NH2+][C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)C(=[NH2+])N)C1CCCCC1
4bb2,7.07,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C
4bb4,6.72,COCCNC(=O)c1ccc(cc1)Nc1ncc2c(n1)ccc(c2)c1ccncc1
4bb9,6,O[C@@H]1CO[C@]([C@H]([C@@H]1O)O)(O)COP(O)(O)O
4bbe,8.44,CC(=O)Nc1ccc(cc1)c1ccnc(n1)Nc1ccc(cc1)N1CCOCC1
4bbf,8.66,O=C([C@H]1CCC[NH2+]1)Nc1ccc(cc1)c1ccnc(n1)Nc1ccc(cc1)N1CCOCC1
4bbg,8.32,[NH3+]CCS[C@@](c1cccc(c1)O)(c1cccc(c1)CC)c1ccccc1
4bbh,7.1,COc1cccc(c1)COC(=O)c1sc2c(c1OC1CC[NH2+]CC1)cccc2
4bc5,4.6,FC[C@H]([C@@H](C(=O)CO)O)O
4bcb,8.52,N=C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CN1C(=O)CCCc1ccccc1)N=N#N
4bcc,8.05,N=C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CN1C(=O)CCCc1ccccc1)n1nnc(c1)CNC(=O)OC(C)(C)C
4bcd,7.48,Fc1ccc(cc1)c1nnn(c1)[C@H]1C[C@H](N(C1)C(=O)CCCc1ccccc1)C(=O)N1CCCC1
4bcf,8.15,CNc1sc(c(n1)C)c1nc(ncc1C#N)Nc1cccc(c1)N1CCCN(CC1)C(=O)C
4bcg,8.15,CNc1sc(c(n1)C)c1nc(ncc1C#N)Nc1cccc(c1)N1CC[NH2+]CCC1
4bch,7.66,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1ccc(c(c1)S(=O)(=O)N1CCOCC1)C
4bci,8.22,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)S(=O)(=O)N
4bcj,7.96,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)O
4bck,8.4,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)S(=O)(=O)N
4bcm,6.91,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1ccc(c(c1)S(=O)(=O)N1CCOCC1)C
4bcn,7.92,CNC1=N[C@@H]([C@H](S1)c1nc(ncc1C#N)Nc1cccc(c1)O)C
4bco,6.88,CNc1sc(c(n1)C)c1nc(ncc1C#N)Nc1cccc(c1)N1CCCN(CC1)C(=O)C
4bcp,6.25,CNc1sc(c(n1)C)c1nc(ncc1C#N)Nc1cccc(c1)N1CC[NH2+]CCC1
4bcq,6.83,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)C(=O)N1CCOCC1
4bcs,6.99,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
4bcw,4,Oc1ccc(cc1/C=C/S(O)(O)O)Br
4bd3,4.54,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)CCC[NH+]=C(N)N)Cc1nc[nH]c1)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)CNC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H]([NH3+])C)CCCC[N+](C)(C)C
4bda,5.57,c1ccc2c(c1)n1nc[nH]c1n2
4bdb,4.07,O/N=C(/c1ccc(cc1O)O)\C
4bdc,4.93,O=C(c1ccc2c(c1)nccn2)NCc1ccco1
4bdd,4.43,O=C(NC(C)(C)C)Nc1ccc2c(c1)nccn2
4bde,4.8,Cc1ccc2c(c1)c(N)ncn2
4bdf,4.09,Cc1n[nH]c(c1)c1ccccc1
4bdg,4.12,Nc1[nH]nc(c1)c1cccnc1
4bdh,4.11,Cc1n[nH]c(c1c1cccs1)N
4bdi,3.64,O=C(C1CCN(CC1)C(=O)C)Nc1ccc(cn1)C
4bdj,5.14,c1coc(c1)c1ccnc2c1c([nH]n2)[C@@H]1C=C1
4bdk,5.44,COc1ccc(cc1)CNC(=O)c1ccc2c(c1)nccn2
4bds,7.6,Nc1c2ccccc2nc2c1cccc2
4bdt,8.96,OCCC1=C[C@H]2C[C@@H](C1)c1c(C2)nc2c(c1N)ccc(c2)Cl
4bea,8.3,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@]1(C)CCC/C=C\CCC[C@](C)(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC(=O)N)CC(C)C)CC(C)C)C(=O)N[C@H](C(=O)N)CC(C)C)CCC[NH+]=C(N)N)CO)Cc1ccc(cc1)O)CCC[NH+]=C(N)N)NC(=O)[C@H](CCCC[NH3+])[NH3+]
4bek,4.39,COc1ccc(cc1)[C@]1(C)CCSC(=[NH2+])N1
4bf1,8.62,NS(=O)(=O)c1ccc(s1)c1nnn(c1)c1cccc2c1cccc2
4bf6,8.35,N#Cc1cccc(c1)n1nnc(c1)c1ccc(s1)S(=O)(=O)N
4bfd,7.02,Clc1ccc(nc1)C(=O)Nc1ccc(c(c1)[C@]1(C)C[C@@H]2C[C@@H]2C(=[NH+]1)N)F
4bfp,7.82,COc1ccc(cc1)n1c(SCCCn2c(=O)c3cccc4c3c(c2=O)ccc4)nnc1c1ccncc1
4bfr,7.64,C[C@H]1Cc2c(N1C(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1)cccc2
4bfy,6.92,N#Cc1ccc(cc1)c1ccc(cc1C[NH+]1CCN(CC1)c1ccccn1)OCC(=O)O
4bfz,6.26,CNC(=O)COc1ccc(c(c1)C[NH+]1CCN(CC1)c1ccccn1)c1ccc(cc1)C#N
4bg1,6.31,OC(=O)CCC[N+]1(C)CCCC1
4bg6,7.16,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CS)COP(O)(O)O)CCCC[NH3+])C)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])[NH3+])CC(=O)O
4bgg,7.82,COc1cc(cc(c1OC)OC)c1cncc(c1)c1ccc(cc1)N1CC[NH2+]CC1
4bgh,8.4,OC[C@H](Nc1nc(ncc1Br)Nc1ccc(cc1)S(=O)(=O)N)C
4bgk,6.28,OP(CCC[N+](C)(C)C)O
4bgm,6.21,FCC[N+](CCCC(=O)O)(C)C
4bgx,1.77,OC[C@H]([C@H]([C@@H]1O[C@](OC[C@H]2O[C@@H](O)[C@@H]([C@H]([C@H]2O)O)O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
4bgy,2.96,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)NC(=O)C)O)[C@@H]([C@H]([C@H]1O)O[C@@]1(C[C@H](O)[C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)C(=O)O)O
4bh3,1.92,OC[C@H]([C@H]([C@@H]1O[C@](OC[C@H]2O[C@@H](O[C@@H]3[C@@H](CO)O[C@H]([C@@H]([C@H]3O)NC(=O)C)O)[C@@H]([C@H]([C@H]2O)O)O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
4bh4,1.49,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)NC(=O)C)O)[C@@H]([C@H]([C@H]1O)O[C@@]1(C[C@H](O)[C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)C(=O)O)O
4bhf,3.46,C[C@@H]([N+](C)(C)C)CCC(=O)O
4bhi,7.05,OC(=O)CC[N@@H+]([N+](C)(C)C)C
4bhn,8.2,O=C(c1ccc(cc1)C(C)(C)C)Nc1cn2c(n1)ccc(c2)c1c[nH]nc1
4bhz,4.27,c1ncc2c(c1)cnc1c2ccs1
4bi0,4.23,c1ccc2c(c1)[nH]c1c2ncnc1
4bi1,4.16,n1ccc2c(c1)c1sccc1nc2
4bi2,4.03,c1ncc2c(c1)c1ccsc1nc2
4bi6,3.95,OC(=O)COP(O)(O)O
4bi7,4.58,OC(=O)COP(O)(O)O
4bib,6.6,N#Cc1c[nH]c2c1c(OC1CC[NH2+]CC1)ccc2C(=O)N
4bic,7.3,[NH3+]CCNS(=O)(=O)c1ccc(s1)c1c[nH]c2c1cccn2
4bid,8.1,[NH3+]C[C@@H](c1ccccc1)Oc1cnc(c(c1)c1c[nH]c2c1cccn2)c1ccoc1
4bie,6.6,[NH3+]CCNS(=O)(=O)c1ccc(s1)c1ccnc2c1cc([nH]2)C
4bio,5.12,OC(=O)c1ccc(c2c1cccn2)O
4bis,5.85,OC(=O)c1ccnc2c1cccc2O
4bj8,8.29,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
4bj9,7.35,O=C(Nc1cccc2c1CNC2=O)C[N@@H+]1CCN(CC1)C(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
4bjb,6.66,C[NH+](CC(=O)Nc1ccc2c(c1)c1ccccc1c(=O)[nH]2)C
4bjc,7.85,C[NH2+]Cc1ccc(cc1)c1[nH]c2c3c1CCNC(=O)c3cc(c2)F
4bjx,7.66,Clc1ccc(cc1)N[C@@H]1C[C@H](C)N(c2c1cc(cc2)c1ccc(cc1)C(=O)O)C(=O)C
4bkj,8.72,C[N@@H+]1CC[N@H+](CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C
4bks,3.82,O[C@@H]1C[C@H](N(C1)C(=O)C)C(=O)NCc1ccc(cc1)c1ocnc1
4bkt,3.62,CNC(=O)[C@@H]1C[C@H](CN1C(=O)Cc1onc(c1)C)O
4bky,7.92,Brc1cn(c(c1)C(=O)Nc1n[nH]c2c1CN(C12CC1)C(=O)N[C@@H](c1ccccc1)C[NH+]1CCCC1)C
4bkz,7.57,[NH3+]CCCNC(=O)c1n[nH]c2c1ccc1c2c([nH]n1)Nc1cccc(c1)F
4blb,5.35,CC[C@@H]([C@@H](C(=O)NCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)[NH3+])Cc1ccc(cc1)O)CC(C)C)CO)C
4bnt,3.86,FC(c1nc2c([nH]1)cccc2)(F)F
4bnu,7.7,c1ccc(cc1)c1nc2ccccc2c(n1)n1cnnc1
4bnv,7.52,O=C(Nc1nc2c(n1C)cccc2)Nc1ccccc1Cl
4bnx,7.7,Clc1ccccc1Nc1nc(nc2c1cccc2)c1ccccc1O
4bny,7.1,O1CCN(CC1)c1nc(nc2c1scc2)c1ccccc1
4bnz,6.59,O=C(c1cn(c2c1cccc2)C)Nc1ccccc1
4bo0,6.7,COc1ccccc1NC(=O)Nc1nn(c2c1c(OC)ccc2)C
4bo1,7.3,COc1cc(Cl)c(cc1NC(=O)c1cccc2c1nccc2)OC
4bo2,7.3,COc1ccccc1NC(=O)Nc1nc2c(n1CC)cccc2
4bo3,6.52,FC(c1cccc(c1)Nc1ncccc1S(=O)(=O)N)(F)F
4bo4,6.89,COc1ccccc1NC(=O)N1CCCc2c1cccc2
4bo5,7.1,Clc1ccccc1Nc1ncnc(n1)n1cccc1
4bo6,6.74,O=C(n1ccc2c1cccc2)c1csc(n1)c1cscc1
4bo7,7,C1Cc2c(C1)ccc(c2)Nc1ccc2n(n1)nnn2
4bo8,6.92,O=C(Nc1ccccc1F)Nn1cc(nc1N)c1ccccc1
4bo9,6.51,c1ccc(cc1)n1nnc(n1)c1ccccc1OCc1ccco1
4bpi,6.17,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)CCC(=O)N)C)CC(=O)N)CC(C)C)CC(=O)O)CC(=O)O)C)NC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H]([C@H](CC)C)NC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCC(=O)O)CCC(=O)O)C)CCC(=O)N)CC(C)C)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N
4bpj,6,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)Cc1ccc(cc1)O)CCC(=O)N)C)CC(=O)N)CC(C)C)CC(=O)O)CC(=O)O)C)NC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H]([NH3+])C)C)C)CCC(=O)N)CC(C)C)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N
4bps,2.99,OC(=O)CCc1cccc(c1)C(=O)O
4bqg,6.22,Oc1cc(Oc2ccc(c(c2)Cl)Cl)cc(c1)O
4bqh,5.59,O=C1Nc2c([C@@]1(O)CC(=O)c1ccc3c(c1)OCO3)c(Br)c(cc2)C
4bqs,4.21,OC(=O)C1=C[C@H]2OCC=C[C@@](C1)([C@H]2O)O
4bqt,5.79,O=c1cccc2n1C[C@@H]1C[NH2+]C[C@H]2C1
4bqw,7.48,OC(=O)CNC(=O)c1c(O)c2ccccc2n(c1=O)C
4bqx,6.52,OC(=O)CNC(=O)c1nc(Cl)c2c(c1O)cccc2
4bqy,5.96,OC(=O)[C@@H](NC(=O)c1nc(Cl)c2c(c1O)cccc2)C
4br3,5.72,C[N](=c1ccn(cc1)Cc1ccc(cc1)c1ccc(cc1)Cn1cnc(c2c1ncn2)N)C
4brx,6.49,CNC(=O)c1ccccc1Nc1ncnc(n1)Nc1ccc(cc1OC)N1CCOCC1
4bs0,5.7,O=N(=O)c1ccc2c(c1)[nH]nn2
4bs4,8.22,CC(c1ccc(cc1)c1cc(=O)c2c(o1)cccc2)C
4bs5,8.22,N=CC1(CC1)NC(=O)[C@H]1[NH2+]C[C@@H](C1)S(=O)(=O)c1ccccc1C(F)(F)F
4bsq,9.15,N=CCNC(=O)[C@@H]1C[C@H](C[C@H]1C(=O)N1CCOCC1)S(=O)(=O)c1ccccc1
4bt3,3.12,C[C@H]([C@](C(=O)O)(O)C)O
4bt4,3.34,C[C@@H]([C@@](C(=O)O)(O)C)O
4bt5,2.76,C[C@H]([C@@](C(=O)O)(O)C)O
4bt9,3.84,OC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC[NH2+]1
4btb,5.01,OC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC[NH2+]1
4bti,9.7,FC(Oc1c(cccc1S(=O)(=O)N[C@H](C(=O)N1CC[C@@H](C1)[NH+](C)C)CNC(=O)c1ccc(s1)Cl)N1CCCCC1=O)F
4btk,6.62,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)O
4btl,5.6,CC[NH+](CCNS(=O)(=O)c1ccc(cc1)Oc1c(Cl)cccc1N(=O)=O)CC
4btm,5.39,COC(=O)c1cc(ccc1Br)Nc1ncnc2c1cc[nH]2
4btt,8.84,CO[C@@H]1CCN(CC1)C(=O)[C@@H](NS(=O)(=O)c1cccc(c1CC)N1CCOCC1=O)Cc1noc(c1)c1ccc(s1)Cl
4btu,9.3,C[N@@H+]1CCN(CC1)C(=O)[C@@H](NS(=O)(=O)c1cc(F)cc(c1Cl)N1CCCCC1=O)CNC(=O)c1ccc(s1)Cl
4btw,7.15,Oc1c/c(=N\C2CCCCC2)/c(nn1c1ccccc1)c1n[nH]cn1
4btx,6.54,CC(Nc1cc(=O)n(nc1c1nnc[nH]1)c1ccccc1)C
4bty,7.7,O=C1C/C(=N\c2ccc(cc2)N2CC[N@H+](CC2)C)/C(=NN1c1ccc(cc1)Cl)c1[nH]cnn1
4bup,4.95,C[S@](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)[NH3+]
4buq,8.14,CCCCCCCO[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
